Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Sex,Country,Timestamp,Clicked on Ad
65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,Female,Hong Kong,2016-07-14 22:43:29,Yes
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,Male,Vanuatu,2016-05-30 08:02:35,No
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,Female,Vanuatu,2016-02-14 11:36:08,No
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,Female,Guatemala,2016-01-23 21:15:57,Yes
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,Female,Greenland,2016-07-18 02:51:19,No
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,Female,Syrian Arab Republic,2016-02-10 08:21:13,No
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,Female,Saint Helena,2016-01-04 06:37:15,No
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,Male,Lebanon,2016-06-05 21:38:22,No
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,Female,Malta,2016-06-01 03:17:50,Yes
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,Male,Christmas Island,2016-03-06 06:51:23,Yes
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,Female,Ukraine,2016-02-26 19:35:54,No
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,Female,Malta,2016-07-13 14:30:14,No
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,Male,Italy,2016-06-29 07:20:46,No
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,Female,Japan,2016-03-15 06:54:21,Yes
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,Female,Mauritius,2016-06-11 06:47:55,No
46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,Male,Turkey,2016-07-17 13:22:43,Yes
77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,Female,Namibia,2016-02-14 14:38:01,Yes
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,Female,China,2016-05-04 05:01:37,Yes
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,Male,Netherlands,2016-05-20 12:17:28,No
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,Male,Gibraltar,2016-01-26 02:47:17,No
49.42,53,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,Male,Congo,2016-07-07 18:07:19,Yes
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,Male,Senegal,2016-01-11 12:46:31,No
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,Female,Hungary,2016-05-12 12:11:12,Yes
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,Male,Pitcairn Islands,2016-02-28 23:21:22,Yes
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,Female,Slovakia (Slovak Republic),2016-05-03 16:02:50,No
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,Male,United States Virgin Islands,2016-03-15 20:19:20,No
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,Female,Monaco,2016-07-23 05:21:39,Yes
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,Female,Portugal,2016-03-11 10:01:23,No
43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,Male,Turkey,2016-02-11 20:45:46,Yes
39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,Male,Uganda,2016-07-06 23:09:07,Yes
48.22,40,73882.91,214.33,Inverse national core,Turnerville,Female,Norfolk Island,2016-03-22 19:14:47,No
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,Male,Niue,2016-05-26 13:28:36,No
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,Female,Ukraine,2016-06-18 19:10:14,No
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,Male,Vanuatu,2016-03-20 07:12:52,No
81.17,30,57195.96,231.91,Optimized static archive,Dayton,Male,United States Minor Outlying Islands,2016-06-03 07:00:36,No
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,Male,Armenia,2016-02-03 15:15:42,No
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,Male,Sweden,2016-05-03 16:55:02,No
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,Male,Timor-Leste,2016-06-20 02:25:12,No
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,Male,French Southern Territories,2016-07-10 19:15:52,No
83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,Female,Finland,2016-01-04 04:00:35,No
44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,Male,Saint Vincent and the Grenadines,2016-04-20 16:49:15,Yes
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,Female,Senegal,2016-01-23 13:14:18,Yes
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,Female,Burundi,2016-01-04 22:27:25,No
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,Male,Bahamas,2016-04-08 22:40:55,No
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,Female,Sweden,2016-01-05 11:53:17,Yes
47.23,43,73538.09,210.87,Optimized upward-trending productivity,Yangside,Male,Svalbard & Jan Mayen Islands,2016-03-17 22:24:02,Yes
82.37,30,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,Female,Tonga,2016-06-29 04:23:10,No
43.63,38,61757.12,135.25,Quality-focused maximized extranet,Frankport,Male,Korea,2016-05-25 19:45:16,Yes
70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,Female,Kyrgyz Republic,2016-06-17 23:19:38,No
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,Male,Costa Rica,2016-04-24 07:20:16,No
62.12,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,Male,Liechtenstein,2016-03-18 13:00:12,Yes
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,Female,Zimbabwe,2016-04-28 21:58:25,Yes
57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,Female,Costa Rica,2016-02-12 08:46:15,Yes
66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,Female,Hungary,2016-07-11 13:23:37,Yes
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,Female,Fiji,2016-01-29 00:45:19,Yes
45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,Female,Netherlands,2016-01-05 16:26:44,Yes
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,Female,Sweden,2016-06-20 08:22:09,No
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,Male,Barbados,2016-02-06 17:48:28,Yes
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,Male,Paraguay,2016-06-22 17:19:09,No
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,Female,Italy,2016-04-16 05:24:33,No
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,Female,Belarus,2016-01-17 05:07:11,No
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,Female,South Georgia and the South Sandwich Islands,2016-07-08 22:30:10,No
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,Male,Anguilla,2016-03-11 00:05:48,No
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,Female,Sierra Leone,2016-06-10 00:35:15,Yes
48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,Male,Saint Martin,2016-01-04 00:44:57,Yes
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,Female,Uganda,2016-01-01 15:14:24,Yes
85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,Male,Saudi Arabia,2016-07-10 17:24:51,Yes
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,Female,Greenland,2016-03-27 19:50:11,No
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,Female,Venezuela,2016-04-29 13:38:19,No
53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,Male,Liberia,2016-01-08 18:13:43,Yes
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,Male,Mali,2016-06-05 07:54:30,Yes
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,Male,Bosnia and Herzegovina,2016-06-29 10:50:45,Yes
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,Female,Brunei Darussalam,2016-04-24 13:46:10,Yes
42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,Male,South Georgia and the South Sandwich Islands,2016-02-14 04:14:13,Yes
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,Male,Czech Republic,2016-06-15 05:43:02,Yes
68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,Male,El Salvador,2016-07-06 12:04:29,Yes
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,Male,Tokelau,2016-03-31 13:54:51,No
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,Female,France,2016-06-21 00:52:47,No
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,Male,Gabon,2016-05-27 05:23:26,No
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,Female,Bulgaria,2016-01-17 18:45:55,No
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,Male,Burkina Faso,2016-04-07 20:34:42,Yes
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,Female,Mayotte,2016-05-02 18:37:01,Yes
43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,Male,Somalia,2016-06-04 17:24:07,Yes
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,Female,Albania,2016-04-07 18:52:57,Yes
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,Female,Bolivia,2016-06-10 22:21:10,No
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,Female,Jersey,2016-05-19 06:37:38,Yes
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,Female,British Virgin Islands,2016-03-28 23:01:24,No
67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,Male,Saint Helena,2016-01-21 22:51:34,Yes
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,Male,Bosnia and Herzegovina,2016-03-12 06:05:12,Yes
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,Female,India,2016-06-04 09:13:29,No
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,Male,Georgia,2016-05-24 10:16:38,No
35.21,39,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,Male,United States Minor Outlying Islands,2016-03-25 06:36:53,Yes
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Male,Kiribati,2016-04-22 00:28:18,Yes
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,Male,Ghana,2016-03-22 04:13:35,No
59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,Female,Samoa,2016-01-14 08:27:04,Yes
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,Female,Iran,2016-04-14 21:37:49,No
40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,Male,Costa Rica,2016-05-31 17:50:15,Yes
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,Male,Northern Mariana Islands,2016-03-17 06:25:47,Yes
35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,Female,Liechtenstein,2016-04-13 07:07:36,Yes
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,Male,Grenada,2016-02-03 22:11:13,No
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,Male,Poland,2016-02-02 19:59:17,Yes
49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,Female,Kenya,2016-04-07 20:38:02,Yes
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,Male,Iran,2016-03-15 19:35:19,No
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,Male,Belgium,2016-03-11 12:39:19,No
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,Female,Namibia,2016-05-17 18:06:46,No
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,Male,Cyprus,2016-02-28 23:10:32,No
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,Male,Japan,2016-03-02 06:35:08,No
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,Male,Zimbabwe,2016-02-27 08:52:50,Yes
53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,Male,Andorra,2016-03-14 04:34:35,Yes
50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,Female,Luxembourg,2016-03-10 15:07:44,Yes
41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,Female,Cyprus,2016-05-01 08:27:12,Yes
53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,Male,Turkey,2016-06-12 11:17:25,Yes
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,Male,Hong Kong,2016-05-28 12:20:15,No
55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,Female,Netherlands,2016-03-18 09:08:39,Yes
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,Female,United States Virgin Islands,2016-05-26 06:03:57,Yes
43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,Male,Marshall Islands,2016-07-06 03:40:17,Yes
67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,Female,Western Sahara,2016-04-29 14:10:00,Yes
43.16,29,50666.5,143.04,Robust holistic application,Wendyville,Male,Saint Vincent and the Grenadines,2016-03-05 20:53:19,Yes
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,Male,United States of America,2016-05-30 08:35:54,No
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,Male,Angola,2016-04-10 06:32:11,No
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,Female,Cayman Islands,2016-01-20 02:31:36,No
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,Female,Swaziland,2016-07-20 21:53:42,No
80.96,39,67866.95,225.0,Integrated leadingedge frame,New Travis,Male,Wallis and Futuna,2016-01-17 04:12:30,No
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,Female,Zimbabwe,2016-02-24 07:13:00,Yes
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,Female,Chad,2016-03-26 19:37:46,Yes
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,Female,Saint Martin,2016-06-04 09:25:27,No
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,Female,Rwanda,2016-04-22 07:48:33,No
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,Female,Moldova,2016-03-31 08:53:43,Yes
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,Female,Gabon,2016-04-16 08:36:08,No
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,Male,Denmark,2016-05-12 20:57:10,Yes
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,Male,Svalbard & Jan Mayen Islands,2016-05-07 21:32:51,No
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,Female,Poland,2016-06-25 00:33:23,No
83.69,36,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,Female,Fiji,2016-03-23 05:27:35,No
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,Male,Philippines,2016-03-04 13:47:47,No
43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,Female,Vietnam,2016-06-14 12:08:10,Yes
66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,Female,Jersey,2016-05-11 19:13:42,Yes
48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,Male,Indonesia,2016-01-21 23:33:22,Yes
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,Male,Palestinian Territory,2016-01-15 19:45:33,Yes
42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,Male,Latvia,2016-04-23 09:42:08,Yes
41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,Male,Malta,2016-05-23 08:06:24,Yes
45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,Male,Afghanistan,2016-02-27 15:04:52,Yes
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,Female,Austria,2016-02-23 17:37:46,No
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,Male,Micronesia,2016-03-17 22:59:46,No
49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,Female,Mexico,2016-02-28 03:34:35,Yes
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,Male,Chile,2016-03-15 14:33:12,Yes
44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,Male,Cuba,2016-03-03 20:20:32,Yes
57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,Male,Belarus,2016-04-06 14:16:52,Yes
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,Female,Malawi,2016-05-01 09:23:25,Yes
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,Female,Afghanistan,2016-05-30 08:02:27,Yes
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,Female,Luxembourg,2016-04-04 11:39:51,No
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,Male,South Africa,2016-04-06 23:10:40,No
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,Male,Nepal,2016-04-26 21:45:50,No
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,Male,Spain,2016-05-25 00:34:59,Yes
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,Male,Hong Kong,2016-02-11 16:45:41,Yes
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,Female,Slovakia (Slovak Republic),2016-01-30 00:05:37,No
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,Male,Cayman Islands,2016-07-12 10:56:21,No
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,Male,Uganda,2016-04-23 03:46:34,Yes
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,Male,Vanuatu,2016-04-16 10:36:49,No
35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,Male,Anguilla,2016-03-11 13:07:30,Yes
60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,Male,Switzerland,2016-03-02 15:39:02,Yes
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,Male,Zimbabwe,2016-07-13 21:31:14,No
75.03,34,35764.49,255.57,Networked local secured line,East Mike,Female,Uruguay,2016-05-29 18:12:00,Yes
50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,Female,Liberia,2016-05-10 17:13:47,Yes
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,Male,Egypt,2016-05-07 08:39:47,No
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,Male,Greece,2016-01-17 13:27:13,No
37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,Male,Bahrain,2016-03-09 06:22:03,Yes
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,Male,Sri Lanka,2016-04-05 18:02:49,No
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,Male,Kazakhstan,2016-04-01 07:37:18,Yes
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,Female,Greenland,2016-02-15 16:18:49,No
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,Female,Moldova,2016-03-08 05:12:57,No
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,Male,Poland,2016-02-09 23:38:30,No
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,Male,Anguilla,2016-06-17 09:38:22,No
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,Male,Central African Republic,2016-06-01 12:27:17,Yes
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,Male,Mexico,2016-02-26 23:44:44,No
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,Female,Togo,2016-03-11 09:58:32,No
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,Male,Armenia,2016-04-28 02:55:10,No
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,Female,Nicaragua,2016-04-12 04:22:42,No
45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,Male,Eritrea,2016-02-10 20:43:38,Yes
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,Female,Canada,2016-05-01 23:21:53,No
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,Female,Croatia,2016-03-24 17:48:31,No
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,Male,Switzerland,2016-04-22 19:45:19,No
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,Female,Yemen,2016-03-09 12:10:08,No
40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,Female,Tokelau,2016-03-30 05:29:38,Yes
67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,Female,Armenia,2016-01-24 13:41:38,Yes
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,Male,Equatorial Guinea,2016-07-15 09:42:19,No
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,Female,Barbados,2016-06-07 05:41:16,No
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,Female,American Samoa,2016-05-31 23:32:00,No
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,Male,Saint Lucia,2016-05-14 14:49:05,Yes
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,Female,Algeria,2016-01-10 20:18:21,No
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,Male,Turkmenistan,2016-02-21 16:57:59,No
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,Female,Mayotte,2016-05-23 00:32:54,Yes
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,Male,South Africa,2016-07-21 20:30:06,No
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,Female,Macao,2016-05-15 18:44:50,Yes
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,Male,France,2016-06-30 00:43:40,Yes
52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,Male,Equatorial Guinea,2016-02-24 06:17:18,Yes
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,Male,Mali,2016-05-30 21:22:22,No
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,Male,Mayotte,2016-06-02 04:14:37,Yes
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,Female,Pakistan,2016-04-18 07:00:38,No
54.39,20,52563.22,171.9,Digitized content-based circuit,Richardshire,Male,Guadeloupe,2016-02-29 18:06:21,Yes
37.74,40,65773.49,190.95,Balanced uniform algorithm,Lake James,Female,Denmark,2016-05-27 12:45:37,Yes
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,Female,New Zealand,2016-01-12 21:17:15,No
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,Male,Netherlands Antilles,2016-01-27 17:08:19,No
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,Male,Belarus,2016-06-10 03:56:41,No
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,Male,Taiwan,2016-04-09 09:26:39,No
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,Female,El Salvador,2016-02-26 06:00:16,Yes
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,Female,Taiwan,2016-02-21 23:07:11,Yes
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,Female,Peru,2016-04-29 14:08:26,Yes
50.78,51,49957.0,122.04,Vision-oriented asynchronous Internet solution,West David,Female,Liberia,2016-02-11 17:02:07,Yes
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,Female,Burundi,2016-07-22 07:44:43,Yes
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,Female,Macao,2016-06-26 02:34:15,Yes
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,Female,Venezuela,2016-05-14 23:08:14,No
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,Female,Luxembourg,2016-05-24 10:04:39,No
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,Male,Italy,2016-02-16 12:05:45,No
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,Female,San Marino,2016-03-20 02:44:13,Yes
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,Female,Madagascar,2016-01-31 05:12:44,No
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,Female,Norfolk Island,2016-04-01 05:17:28,Yes
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,Female,Vanuatu,2016-02-25 16:33:24,No
42.84,52,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,Male,Tunisia,2016-03-21 11:02:49,Yes
67.56,47,50628.31,109.98,Reduced background data-warehouse,Zacharyton,Female,Paraguay,2016-02-12 05:20:19,Yes
34.96,42,36913.51,160.49,Right-sized mobile initiative,West James,Male,Macedonia,2016-06-01 16:10:30,Yes
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,Male,Heard Island and McDonald Islands,2016-06-16 03:17:45,No
41.86,39,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,Male,Ethiopia,2016-03-26 15:28:07,Yes
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,Male,El Salvador,2016-02-16 07:37:28,Yes
54.96,42,59419.78,113.75,Public-key disintermediate emulation,West Amanda,Male,Niger,2016-02-28 09:31:31,Yes
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,Male,Timor-Leste,2016-05-18 01:00:52,No
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,Male,Uruguay,2016-02-21 13:11:08,No
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,Male,Somalia,2016-01-05 12:59:07,No
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,Female,Malaysia,2016-05-18 00:07:43,No
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,Male,Korea,2016-03-06 23:26:44,Yes
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,Male,Lao People's Democratic Republic,2016-05-19 04:23:41,Yes
47.0,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,Female,Bahamas,2016-04-29 20:40:21,Yes
